Indeks;NUTId;Sezon;ImieNazwisko;Pozycja;Druzyna;Wynagrodzenie;Mecze;Wszystkie_zbiorki;Asysty;Przechwyty;Bloki;Straty;Punkty
133;1;2003/04;James Posey; SF;Memphis Grizzlies;2445000;82;403;122;137;40;112;1126
162;1;2003/04;Jake Tsakalidis; C;Memphis Grizzlies;1580000;40;128;18;9;22;23;170
229;1;2004/05;Lorenzen Wright; PF;Memphis Grizzlies;7150000;80;613;87;58;69;100;771
242;1;2004/05;Stromile Swift; PF;Memphis Grizzlies;6022000;60;273;43;41;92;90;604
272;1;2004/05;Mike Miller; SG;Memphis Grizzlies;4482000;76;300;220;54;23;127;1022
273;1;2004/05;Pau Gasol; PF;Memphis Grizzlies;4318000;56;410;135;37;93;137;997
283;1;2004/05;Shane Battier; SF;Memphis Grizzlies;3212000;80;413;126;91;77;75;792
316;1;2004/05;Jake Tsakalidis; C;Memphis Grizzlies;2322000;31;56;10;3;16;12;78
348;1;2005/06;Eddie Jones; SG;Memphis Grizzlies;14666250;75;279;177;131;27;93;885
366;1;2005/06;Pau Gasol; PF;Memphis Grizzlies;10993000;80;713;371;46;153;235;1628
397;1;2005/06;Lorenzen Wright; PF;Memphis Grizzlies;7700000;78;395;48;52;46;67;454
419;1;2005/06;Mike Miller; SG;Memphis Grizzlies;6871431;74;397;200;52;27;140;1014
463;1;2005/06;Brian Cardinal; PF;Memphis Grizzlies;4950000;36;55;33;23;0;27;124
464;1;2005/06;Shane Battier; SF;Memphis Grizzlies;4903000;81;429;136;92;114;90;818
473;1;2005/06;Chucky Atkins; PG;Memphis Grizzlies;4500000;71;120;198;43;2;87;678
479;1;2005/06;Damon Stoudamire; PG;Memphis Grizzlies;4250000;27;95;128;19;1;55;317
507;1;2005/06;Bobby Jackson; PG;Memphis Grizzlies;3375000;71;223;195;61;1;101;808
526;1;2005/06;Jake Tsakalidis; C;Memphis Grizzlies;2900000;51;212;13;14;32;39;257
621;1;2005/06;Dahntay Jones; SG;Memphis Grizzlies;1223160;71;104;39;38;15;50;281
622;1;2005/06;Hakim Warrick; PF;Memphis Grizzlies;1196520;68;144;30;14;21;56;278
707;1;2005/06;Antonio Burks; PG;Memphis Grizzlies;641748;57;37;76;20;0;36;113
742;1;2005/06;Anthony Roberson; SG;Memphis Grizzlies;398762;16;6;5;1;0;3;35
746;1;2005/06;Lawrence Roberts; PF;Memphis Grizzlies;398762;33;49;5;8;2;5;51
780;1;2006/07;Pau Gasol; PF;Memphis Grizzlies;12364000;59;581;201;29;126;162;1226
823;1;2006/07;Mike Miller; SG;Memphis Grizzlies;7623813;70;378;298;54;18;179;1293
869;1;2006/07;Stromile Swift; PF;Memphis Grizzlies;5400000;54;250;17;30;62;69;419
871;1;2006/07;Brian Cardinal; PF;Memphis Grizzlies;5400000;28;59;31;22;1;23;127
903;1;2006/07;Damon Stoudamire; PG;Memphis Grizzlies;4050000;62;139;299;47;2;101;467
942;1;2006/07;Chucky Atkins; PG;Memphis Grizzlies;3000000;75;139;346;50;4;127;988
979;1;2006/07;Rudy Gay; SF;Memphis Grizzlies;2242920;78;348;100;71;74;140;846
999;1;2006/07;Dahntay Jones; SG;Memphis Grizzlies;1886113;78;153;68;39;22;92;583
1040;1;2006/07;Hakim Warrick; PF;Memphis Grizzlies;1286280;82;420;75;43;30;161;1045
1059;1;2006/07;Kyle Lowry; PG;Memphis Grizzlies;1011720;10;31;32;14;1;12;56
1092;1;2006/07;Scott Padgett; PF;Memphis Grizzlies;744551;31;54;8;5;3;9;46
1129;1;2006/07;Lawrence Roberts; PF;Memphis Grizzlies;664209;54;261;30;36;13;36;283
1154;1;2006/07;Alexander Johnson; SF;Memphis Grizzlies;412718;59;181;17;25;35;47;260
1155;1;2006/07;Tarence Kinsey; SG;Memphis Grizzlies;412718;48;97;41;53;1;46;369
1168;1;2006/07;Junior Harrington; PG;Memphis Grizzlies;302200;29;68;89;21;5;52;152
1238;1;2007/08;Kwame Brown; C;Memphis Grizzlies;9 379 279;38;188;45;22;23;51;184
1252;1;2007/08;Mike Miller; SG;Memphis Grizzlies;8 376 194;70;467;240;35;16;182;1147
1272;1;2007/08;Darko Milicic; C;Memphis Grizzlies;6 500 000;70;424;58;32;114;101;505
1279;1;2007/08;Jason Collins; C;Memphis Grizzlies;6 100 000;74;178;25;23;25;48;140
1285;1;2007/08;Brian Cardinal; PF;Memphis Grizzlies;5 850 000;37;96;22;10;2;23;124
1353;1;2007/08;Mike Conley; PG;Memphis Grizzlies;3 377 160;53;139;222;44;2;89;498
1401;1;2007/08;Rudy Gay; SF;Memphis Grizzlies;2 411 160;81;499;158;111;79;190;1632
1457;1;2007/08;Hakim Warrick; PF;Memphis Grizzlies;1 376 040;75;356;53;36;28;85;852
1461;1;2007/08;Javaris Crittenton; PG;Memphis Grizzlies;1 285 200;50;110;51;19;2;55;278
1481;1;2007/08;Kyle Lowry; PG;Memphis Grizzlies;1 087 680;82;250;296;92;22;127;791
1508;1;2007/08;Casey Jacobsen; SG;Memphis Grizzlies;770 610;53;65;20;5;1;16;107
1522;1;2007/08;Andre Brown; PF;Memphis Grizzlies;770 610;33;92;8;7;4;14;100
1547;1;2007/08;Tarence Kinsey; SG;Memphis Grizzlies;687 456;11;12;2;3;0;3;40
1558;1;2007/08;Juan Carlos Navarro; PG;Memphis Grizzlies;538 090;82;210;177;48;1;134;896
1704;1;2008/09;Marko Jaric; PG;Memphis Grizzlies;6575000;53;65;74;29;11;49;136
1773;1;2008/09;Greg Buckner; SG;Memphis Grizzlies;4010005;63;130;57;29;8;38;155
1779;1;2008/09;O.J. Mayo; SG;Memphis Grizzlies;3875040;82;308;262;91;13;226;1516
1786;1;2008/09;Mike Conley; PG;Memphis Grizzlies;3630480;82;276;354;90;8;143;895
1808;1;2008/09;Marc Gasol; C;Memphis Grizzlies;3093333;82;605;143;63;90;164;975
1826;1;2008/09;Rudy Gay; SF;Memphis Grizzlies;2579400;79;437;135;98;59;203;1493
1846;1;2008/09;Hakim Warrick; PF;Memphis Grizzlies;2119102;82;406;66;48;39;98;951
1884;1;2008/09;Hamed Haddadi; C;Memphis Grizzlies;1572221;19;47;8;1;12;9;48
1927;1;2008/09;Darrell Arthur; F;Memphis Grizzlies;977160;76;346;43;52;52;47;422
1957;1;2008/09;Adonal Foyle; C;Memphis Grizzlies;797581;10;26;1;0;8;3;17
1959;1;2008/09;Quinton Ross; SF;Memphis Grizzlies;797581;68;126;47;32;14;36;265
2009;1;2008/09;Darius Miles; SF;Memphis Grizzlies;450399;34;57;17;11;20;21;120
2048;1;2009/10;Zach Randolph; F;Memphis Grizzlies;16000000;81;950;149;80;34;174;1681
2180;1;2009/10;Hasheem Thabeet; C;Memphis Grizzlies;4458840;68;243;11;15;89;43;208
2186;1;2009/10;O.J. Mayo; SG;Memphis Grizzlies;4165560;82;311;242;98;17;176;1432
2198;1;2009/10;Mike Conley; PG;Memphis Grizzlies;3883800;80;191;425;109;12;170;959
2201;1;2009/10;Steven Hunter; C;Memphis Grizzlies;3696000;21;42;0;1;10;9;53
2216;1;2009/10;Marc Gasol; C;Memphis Grizzlies;3333333;69;640;165;69;109;135;1008
2218;1;2009/10;Rudy Gay; SF;Memphis Grizzlies;3280997;80;472;153;118;64;169;1567
2239;1;2009/10;Ronnie Brewer; SF;Memphis Grizzlies;2717161;58;187;154;91;15;53;511
2297;1;2009/10;Hamed Haddadi; C;Memphis Grizzlies;1627779;36;75;10;1;14;20;62
2334;1;2009/10;Darrell Arthur; F;Memphis Grizzlies;1050480;32;110;15;14;14;22;143
2343;1;2009/10;DeMarre Carroll; F;Memphis Grizzlies;1009680;71;150;33;28;9;24;209
2368;1;2009/10;Marcus Williams; PG;Memphis Grizzlies;825497;62;93;161;32;1;74;269
2397;1;2009/10;Sam Young; SF;Memphis Grizzlies;824200;80;201;52;34;20;94;595
2401;1;2009/10;Jamaal Tinsley; PG;Memphis Grizzlies;738091;38;66;108;33;5;63;133
2423;1;2009/10;Trey Gilder; SF;Memphis Grizzlies;457588;2;1;0;1;0;0;2
2434;1;2009/10;Lester Hudson; SG;Memphis Grizzlies;457588;25;18;13;8;3;14;58
2467;1;2010/11;Zach Randolph; F;Memphis Grizzlies;17666666;75;914;163;63;25;151;1504
2486;1;2010/11;Rudy Gay; SF;Memphis Grizzlies;13603750;54;336;153;91;58;135;1069
2541;1;2010/11;Shane Battier; SF;Memphis Grizzlies;7354500;82;373;185;69;81;79;624
2591;1;2010/11;Mike Conley; PG;Memphis Grizzlies;4913077;81;247;528;144;18;176;1107
2601;1;2010/11;O.J. Mayo; SG;Memphis Grizzlies;4456200;71;170;145;73;26;99;803
2633;1;2010/11;Marc Gasol; C;Memphis Grizzlies;3573333;81;569;200;74;136;146;951
2660;1;2010/11;Tony Allen; SG;Memphis Grizzlies;3000000;72;193;104;129;44;86;643
2702;1;2010/11;Xavier Henry; SG;Memphis Grizzlies;2020200;38;37;18;11;3;13;165
2726;1;2010/11;Hamed Haddadi; C;Memphis Grizzlies;1600000;31;68;5;2;13;11;75
2757;1;2010/11;Darrell Arthur; F;Memphis Grizzlies;1123680;80;342;53;52;63;88;729
2767;1;2010/11;Greivis Vasquez; PG;Memphis Grizzlies;1035960;70;73;151;22;4;70;249
2779;1;2010/11;Sam Young; SF;Memphis Grizzlies;886000;78;187;71;68;23;61;572
2846;1;2010/11;Jason Williams; PG;Memphis Grizzlies;524964;27;30;52;11;1;18;54
2858;1;2010/11;Ish Smith; PG;Memphis Grizzlies;473604;43;47;79;18;2;34;101
2877;1;2010/11;Leon Powe; PF;Memphis Grizzlies;201033;30;63;7;10;4;12;158
2909;1;2011/12;Zach Randolph; F;Memphis Grizzlies;15200000;28;225;48;21;4;40;324
2911;1;2011/12;Rudy Gay; SF;Memphis Grizzlies;15032144;65;417;147;95;55;161;1232
2921;1;2011/12;Marc Gasol; C;Memphis Grizzlies;12922194;65;579;204;62;121;121;952
2982;1;2011/12;Mike Conley; PG;Memphis Grizzlies;6611571;62;156;404;136;11;125;788
2998;1;2011/12;O.J. Mayo; SG;Memphis Grizzlies;5632637;66;210;169;71;23;124;833
3075;1;2011/12;Tony Allen; SG;Memphis Grizzlies;3150000;58;233;79;104;33;94;568
3098;1;2011/12;Marreese Speights; F;Memphis Grizzlies;2721255;60;374;48;21;29;74;526
3136;1;2011/12;Dante Cunningham; F;Memphis Grizzlies;2000000;64;246;37;42;34;29;333
3170;1;2011/12;Hamed Haddadi; C;Memphis Grizzlies;1300000;35;71;8;1;26;21;70
3185;1;2011/12;Quincy Pondexter; F;Memphis Grizzlies;1153800;64;126;27;27;5;30;271
3202;1;2011/12;Jeremy Pargo; PG;Memphis Grizzlies;1000000;44;37;55;15;0;46;126
3211;1;2011/12;Josh Davis; SF;Memphis Grizzlies;854389;15;27;6;7;1;3;28
3274;1;2011/12;Brian Skinner; PF;Memphis Grizzlies;668434;1;0;0;0;0;0;0
3276;1;2011/12;Josh Selby; PG;Memphis Grizzlies;550000;28;15;30;7;0;29;63
3311;1;2011/12;Gilbert Arenas; PG;Memphis Grizzlies;261829;17;18;18;11;1;12;72
3336;1;2011/12;Lester Hudson; SG;Memphis Grizzlies;48232;16;46;36;14;3;32;174
3354;1;2012/13;Zach Randolph; F;Memphis Grizzlies;16500000;76;854;108;61;31;150;1169
3362;1;2012/13;Marc Gasol; C;Memphis Grizzlies;13891359;80;622;318;80;139;157;1127
3427;1;2012/13;Mike Conley; PG;Memphis Grizzlies;7505786;80;225;487;174;24;189;1168
3433;1;2012/13;Tayshaun Prince; SF;Memphis Grizzlies;6764045;82;364;196;48;25;89;852
3522;1;2012/13;Tony Allen; SG;Memphis Grizzlies;3300000;79;363;98;119;44;94;705
3538;1;2012/13;Darrell Arthur; F;Memphis Grizzlies;3006217;59;169;33;24;33;43;362
3542;1;2012/13;Jerryd Bayless; G;Memphis Grizzlies;3000000;80;176;264;59;17;120;693
3544;1;2012/13;Austin Daye; SF;Memphis Grizzlies;2958077;55;123;42;14;22;29;247
3580;1;2012/13;Ed Davis; C;Memphis Grizzlies;2207040;81;460;63;38;85;63;623
3632;1;2012/13;Quincy Pondexter; F;Memphis Grizzlies;1234320;59;132;61;35;6;42;375
3642;1;2012/13;Tony Wroten; SG;Memphis Grizzlies;1110120;35;28;43;8;4;29;91
3694;1;2012/13;Dexter Pittman; C;Memphis Grizzlies;854389;11;12;0;0;0;3;8
3712;1;2012/13;Jon Leuer; F;Memphis Grizzlies;762195;28;37;8;6;0;8;56
3714;1;2012/13;Josh Selby; PG;Memphis Grizzlies;762195;10;5;4;2;0;7;20
3764;1;2012/13;Keyon Dooling; PG;Memphis Grizzlies;75387;7;1;8;1;0;5;31
3770;1;2012/13;Chris Johnson; SG;Memphis Grizzlies;55718;8;11;2;4;0;3;29
3787;1;2013/14;Zach Randolph; F;Memphis Grizzlies;18238333;79;795;200;54;23;183;1372
3795;1;2013/14;Marc Gasol; C;Memphis Grizzlies;14860523;59;424;215;59;76;111;859
3839;1;2013/14;Mike Conley; PG;Memphis Grizzlies;8600001;73;213;441;110;13;150;1256
3861;1;2013/14;Tayshaun Prince; SF;Memphis Grizzlies;7235955;76;234;119;39;19;41;454
3885;1;2013/14;Courtney Lee; G;Memphis Grizzlies;5225000;79;187;115;65;28;73;761
3905;1;2013/14;Tony Allen; SG;Memphis Grizzlies;4494383;55;208;94;90;19;90;495
3952;1;2013/14;Ed Davis; C;Memphis Grizzlies;3153860;63;260;27;17;43;40;357
3959;1;2013/14;Kosta Koufos; C;Memphis Grizzlies;3000000;80;418;39;32;71;67;514
3989;1;2013/14;Quincy Pondexter; F;Memphis Grizzlies;2225479;15;26;20;5;1;15;94
4072;1;2013/14;Jon Leuer; F;Memphis Grizzlies;900000;49;158;20;18;13;27;302
4091;1;2013/14;Beno Udrih; PG;Memphis Grizzlies;884293;41;59;116;23;4;47;200
4093;1;2013/14;Mike Miller; SG;Memphis Grizzlies;884293;82;207;130;26;5;77;579
4124;1;2013/14;James Johnson; PF;Memphis Grizzlies;634610;52;166;111;42;57;66;384
4129;1;2013/14;Jamaal Franklin; SG;Memphis Grizzlies;535000;21;23;6;4;2;11;39
4134;1;2013/14;Nick Calathes; SG;Memphis Grizzlies;490180;71;137;207;66;8;101;347
4193;1;2014/15;Zach Randolph; F;Memphis Grizzlies;16500000;71;747;153;69;14;156;1143
4196;1;2014/15;Marc Gasol; C;Memphis Grizzlies;15829688;81;630;307;70;131;176;1413
4243;1;2014/15;Jeff Green; PF;Memphis Grizzlies;9200000;78;328;134;53;34;108;1168
4246;1;2014/15;Mike Conley; PG;Memphis Grizzlies;8694216;70;209;375;89;14;156;1107
4297;1;2014/15;Courtney Lee; G;Memphis Grizzlies;5450000;77;178;151;75;12;78;777
4316;1;2014/15;Tony Allen; SG;Memphis Grizzlies;4831461;63;280;86;129;30;86;539
4341;1;2014/15;Vince Carter; G;Memphis Grizzlies;3911981;66;133;79;43;14;43;384
4381;1;2014/15;Kosta Koufos; C;Memphis Grizzlies;3000000;81;426;37;29;63;69;419
4426;1;2014/15;Beno Udrih; PG;Memphis Grizzlies;2077000;79;143;220;46;8;89;605
4470;1;2014/15;Jordan Adams; SG;Memphis Grizzlies;1344120;30;28;16;16;7;14;94
4501;1;2014/15;Jon Leuer; F;Memphis Grizzlies;967500;63;207;46;17;9;35;286
4556;1;2014/15;Nick Calathes; SG;Memphis Grizzlies;816482;58;106;146;63;5;61;243
4576;1;2014/15;Jarnell Stokes; C;Memphis Grizzlies;725000;19;34;4;5;5;7;57
4583;1;2014/15;Russ Smith; PG;Memphis Grizzlies;507336;12;6;8;3;0;12;30
4603;1;2014/15;Kalin Lucas; G;Memphis Grizzlies;486446;1;0;0;1;0;0;0
4623;1;2014/15;JaMychal Green; F;Memphis Grizzlies;134295;24;45;4;5;5;14;62
4634;1;2014/15;Tyrus Thomas; PF;Memphis Grizzlies;53838;2;0;1;0;0;0;4
4654;1;2015/16;Marc Gasol; C;Memphis Grizzlies;19688000;52;362;196;50;70;118;861
4714;1;2015/16;Zach Randolph; F;Memphis Grizzlies;9638555;68;529;142;43;13;105;1040
4715;1;2015/16;Mike Conley; PG;Memphis Grizzlies;9588426;56;164;342;67;16;84;857
4719;1;2015/16;Lance Stephenson; G;Memphis Grizzlies;9000000;69;223;133;43;9;94;573
4771;1;2015/16;Brandan Wright; F;Memphis Grizzlies;5464000;12;43;6;5;15;10;83
4777;1;2015/16;Tony Allen; SG;Memphis Grizzlies;5158539;64;296;70;110;18;78;535
4785;1;2015/16;Chris Andersen; PF;Memphis Grizzlies;5000000;27;98;12;15;13;9;105
4796;1;2015/16;Mario Chalmers; G;Memphis Grizzlies;4300000;61;157;230;88;13;110;628
4803;1;2015/16;Vince Carter; G;Memphis Grizzlies;4088019;60;146;56;38;16;35;395
4821;1;2015/16;Matt Barnes; SF;Memphis Grizzlies;3542500;76;420;163;78;57;121;758
4927;1;2015/16;Jordan Adams; SG;Memphis Grizzlies;1404600;2;2;3;3;0;2;7
4942;1;2015/16;Jarell Martin; F;Memphis Grizzlies;1230840;27;86;15;8;7;19;153
4944;1;2015/16;P.J. Hairston; SF;Memphis Grizzlies;1201440;66;174;38;32;11;41;410
5021;1;2015/16;Russ Smith; PG;Memphis Grizzlies;845059;15;9;11;5;1;7;23
5033;1;2015/16;JaMychal Green; F;Memphis Grizzlies;845059;78;373;67;46;33;83;578
5042;1;2015/16;Bryce Cotton; G;Memphis Grizzlies;700902;8;0;3;3;0;5;8
5085;1;2015/16;Elliot Williams; SG;Memphis Grizzlies;55722;5;4;4;0;0;1;8
5089;1;2016/17;Mike Conley; PG;Memphis Grizzlies;26540100;69;241;433;92;19;156;1415
5106;1;2016/17;Chandler Parsons; SF;Memphis Grizzlies;22116750;34;84;55;20;5;24;210
5108;1;2016/17;Marc Gasol; C;Memphis Grizzlies;21165675;74;464;338;67;99;166;1446
5187;1;2016/17;Zach Randolph; F;Memphis Grizzlies;10361445;73;598;122;38;10;99;1028
5250;1;2016/17;Brandan Wright; F;Memphis Grizzlies;5709880;28;78;15;11;20;10;189
5254;1;2016/17;Tony Allen; SG;Memphis Grizzlies;5505618;71;391;98;115;29;100;643
5281;1;2016/17;Vince Carter; G;Memphis Grizzlies;4264057;73;227;133;60;36;50;586
5311;1;2016/17;Troy Daniels; G;Memphis Grizzlies;3332940;67;100;46;20;4;45;551
5331;1;2016/17;James Ennis III; F;Memphis Grizzlies;2898000;64;259;64;46;19;59;429
5397;1;2016/17;Deyonta Davis; F;Memphis Grizzlies;1369299;36;60;2;3;17;8;58
5403;1;2016/17;Jarell Martin; F;Memphis Grizzlies;1286160;42;162;8;17;9;28;165
5451;1;2016/17;JaMychal Green; F;Memphis Grizzlies;980431;77;544;84;47;34;94;689
5461;1;2016/17;Andrew Harrison; G;Memphis Grizzlies;945000;72;136;198;53;21;85;425
5510;1;2016/17;Toney Douglas; PG;Memphis Grizzlies;379159;24;61;56;18;5;21;117
5730;1;2017/18;Andrew Harrison; G;Memphis Grizzlies;1312611;56;131;177;38;26;81;533
5731;1;2017/18;Ben McLemore; SG;Memphis Grizzlies;5200000;56;139;51;38;15;61;422
5732;1;2017/18;Brice Johnson; PF;Memphis Grizzlies;1331160;18;31;2;9;6;5;43
5733;1;2017/18;Chandler Parsons; SF;Memphis Grizzlies;23112004;36;90;69;18;11;35;284
5734;1;2017/18;Deyonta Davis; F;Memphis Grizzlies;1312611;62;250;40;15;39;32;360
5735;1;2017/18;Dillon Brooks; SF;Memphis Grizzlies;815615;82;257;135;73;17;124;898
5736;1;2017/18;Ivan Rabb; PF;Memphis Grizzlies;950000;36;158;32;12;13;35;201
5737;1;2017/18;JaMychal Green; F;Memphis Grizzlies;8533333;55;464;79;32;25;76;569
5738;1;2017/18;Jarell Martin; F;Memphis Grizzlies;1471382;73;318;73;39;49;86;565
5739;1;2017/18;Marc Gasol; C;Memphis Grizzlies;22642350;73;592;305;54;101;194;1258
5740;1;2017/18;Mario Chalmers; G;Memphis Grizzlies;1471382;66;157;197;79;14;117;507
5741;1;2017/18;Marquis Teague; G;Memphis Grizzlies;74186;3;6;13;4;0;3;11
5742;1;2017/18;MarShon Brooks; G;Memphis Grizzlies;60283;7;21;25;11;3;16;141
5743;1;2017/18;Mike Conley; PG;Memphis Grizzlies;28530608;12;27;49;12;3;18;205
5744;1;2017/18;Tyreke Evans; G;Memphis Grizzlies;3290000;52;265;269;57;17;117;1010
5745;1;2017/18;Wayne Selden; G;Memphis Grizzlies;1312611;35;56;66;18;5;54;325
5746;1;2017/18;Xavier Rathan-Mayes; SG;Memphis Grizzlies;815615;5;5;18;6;3;11;29
5951;1;2018/19;Mike Conley; PG;Memphis Grizzlies;30521115;70;239;449;94;22;130;1478
5973;1;2018/19;Chandler Parsons; SF;Memphis Grizzlies;24107258;25;70;43;19;5;32;187
6004;1;2018/19;Jonas Valanciunas; C;Memphis Grizzlies;16539326;49;419;70;19;53;90;763
6040;1;2018/19;Avery Bradley; PG;Memphis Grizzlies;12000000;63;175;152;41;16;89;625
6074;1;2018/19;Kyle Anderson; SF;Memphis Grizzlies;8641000;43;251;128;54;37;58;346
6078;1;2018/19;CJ Miles; G;Memphis Grizzlies;8333333;53;95;36;26;15;30;339
6112;1;2018/19;Jaren Jackson Jr.; PF;Memphis Grizzlies;5915040;58;272;64;52;82;98;798
6140;1;2018/19;Justin Holiday; SF;Memphis Grizzlies;4384616;82;323;146;121;36;104;857
6195;1;2018/19;Delon Wright; SG;Memphis Grizzlies;2536898;75;266;248;88;30;77;653
6242;1;2018/19;MarShon Brooks; G;Memphis Grizzlies;1656092;29;45;25;9;4;21;190
6271;1;2018/19;Omri Casspi; F;Memphis Grizzlies;1512601;36;115;26;20;9;23;226
6302;1;2018/19;Dillon Brooks; SF;Memphis Grizzlies;1378242;18;31;16;10;4;19;135
6310;1;2018/19;Ivan Rabb; PF;Memphis Grizzlies;1378242;49;206;54;17;14;35;284
6319;1;2018/19;Tyler Dorsey; G;Memphis Grizzlies;1378242;48;113;56;14;2;27;296
6333;1;2018/19;Joakim Noah; C;Memphis Grizzlies;1093858;42;238;89;20;31;50;298
6351;1;2018/19;Jevon Carter; PG;Memphis Grizzlies;838464;39;66;69;26;11;33;172
6359;1;2018/19;Bruno Caboclo; F;Memphis Grizzlies;522151;34;158;50;14;33;38;282
6384;1;2018/19;Tyler Zeller; C;Memphis Grizzlies;59820;6;24;4;1;3;4;46
6459;1;2019/20;Gorgui Dieng; C;Memphis Grizzlies;16229213;63;354;73;51;59;60;464
6513;1;2019/20;Tyus Jones; PG;Memphis Grizzlies;9258000;65;103;285;59;6;55;484
6516;1;2019/20;Kyle Anderson; SF;Memphis Grizzlies;9073050;67;285;162;54;37;66;390
6518;1;2019/20;Ja Morant; PG;Memphis Grizzlies;8730240;67;259;488;58;18;220;1193
6546;1;2019/20;Josh Jackson; SG;Memphis Grizzlies;7059480;22;66;35;18;9;28;198
6548;1;2019/20;Jaren Jackson Jr.; PF;Memphis Grizzlies;6927480;57;262;78;40;92;99;990
6645;1;2019/20;Marko Guduric; G;Memphis Grizzlies;2625000;44;73;45;12;8;36;173
6653;1;2019/20;Brandon Clarke; PF;Memphis Grizzlies;2478840;58;345;81;32;48;55;700
6655;1;2019/20;Grayson Allen; SG;Memphis Grizzlies;2429400;38;85;52;10;2;33;330
6729;1;2019/20;Jordan Bell; F;Memphis Grizzlies;1620564;29;81;16;3;10;21;93
6731;1;2019/20;Dillon Brooks; SF;Memphis Grizzlies;1618520;73;243;150;63;27;124;1181
6762;1;2019/20;De'Anthony Melton; SG;Memphis Grizzlies;1416852;60;220;175;77;20;84;455
6829;1;2019/20;Anthony Tolliver; PF;Memphis Grizzlies;183115;55;154;42;19;11;34;200
6906;1;2020/21;Jonas Valanciunas; C;Memphis Grizzlies;15000000;62;776;112;35;57;100;1058
6918;1;2020/21;Justise Winslow; PF;Memphis Grizzlies;13000000;26;118;50;15;12;37;178
6933;1;2020/21;Dillon Brooks; SF;Memphis Grizzlies;11400000;67;196;157;78;26;119;1151
6949;1;2020/21;De'Anthony Melton; SG;Memphis Grizzlies;9571712;52;161;132;60;31;66;472
6951;1;2020/21;Kyle Anderson; SF;Memphis Grizzlies;9505100;69;396;250;84;57;86;854
6960;1;2020/21;Ja Morant; PG;Memphis Grizzlies;9166800;63;252;465;57;13;203;1204
6964;1;2020/21;Tyus Jones; PG;Memphis Grizzlies;8817143;70;140;259;64;6;48;442
6984;1;2020/21;Jaren Jackson Jr.; PF;Memphis Grizzlies;7257360;11;62;12;12;18;15;158
7097;1;2020/21;Brandon Clarke; PF;Memphis Grizzlies;2602920;59;328;95;60;51;33;610
7101;1;2020/21;Grayson Allen; SG;Memphis Grizzlies;2545320;50;160;108;46;8;48;532
7121;1;2020/21;John Konchar; SG;Memphis Grizzlies;2100000;43;128;47;30;9;18;184
7134;1;2020/21;Desmond Bane; SG;Memphis Grizzlies;1936440;68;210;118;41;16;59;625
7135;1;2020/21;Jontay Porter; PF;Memphis Grizzlies;1900000;11;14;1;3;1;7;22
7270;1;2020/21;Tim Frazier; PG;Memphis Grizzlies;255294;5;8;16;2;1;4;8
7360;1;2021/22;Steven Adams;C;Memphis Grizzlies;17073171;76;760;256;65;60;115;528
7392;1;2021/22;Dillon Brooks;SF;Memphis Grizzlies;12200000;32;102;88;36;8;50;590
7411;1;2021/22;Kyle Anderson;SF;Memphis Grizzlies;9937150;69;368;183;77;45;71;521
7417;1;2021/22;Ja Morant;PG;Memphis Grizzlies;9603360;57;325;384;66;22;196;1564
7422;1;2021/22;Jaren Jackson Jr.;PF;Memphis Grizzlies;9180560;78;454;86;73;177;130;1272
7426;1;2021/22;De'Anthony Melton;SG;Memphis Grizzlies;8805976;73;328;194;104;39;112;791
7436;1;2021/22;Tyus Jones;PG;Memphis Grizzlies;8376286;73;176;324;66;2;46;632
7463;1;2021/22;Jarrett Culver;G;Memphis Grizzlies;6395160;37;48;33;20;5;20;130
7511;1;2021/22;Ziaire Williams;SG;Memphis Grizzlies;4373040;62;129;65;35;12;41;501
7568;1;2021/22;Brandon Clarke;PF;Memphis Grizzlies;2726880;64;342;86;39;68;34;666
7590;1;2021/22;John Konchar;SG;Memphis Grizzlies;2200000;72;329;109;45;22;29;349
7602;1;2021/22;Desmond Bane;SG;Memphis Grizzlies;2033160;76;334;208;92;29;111;1384
7611;1;2021/22;Santi Aldama;PF;Memphis Grizzlies;1994520;32;87;21;6;10;16;132
7617;1;2021/22;Killian Tillie;SF;Memphis Grizzlies;1901625;36;60;22;23;15;13;118
7710;1;2021/22;Tyrell Terry;PG;Memphis Grizzlies;1517981;2;0;0;0;0;0;2
7720;1;2021/22;Sam Merrill;SG;Memphis Grizzlies;1517981;6;7;4;0;0;2;25
38;1;2003/04;Jamal Mashburn; SF;New Orleans Hornets;8525000;19;117;47;14;5;37;396
82;1;2003/04;Baron Davis; PG;New Orleans Hornets;5173000;67;287;501;158;27;215;1532
101;1;2003/04;David Wesley; SG;New Orleans Hornets;3960000;61;134;175;71;14;100;851
129;1;2003/04;George Lynch; SF;New Orleans Hornets;2800000;78;312;117;48;18;64;375
